

EXPERIMENTO 3

0.000000 
0.000000 
0.000000 
1074600.000000 
0.000000 
710800.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
428000.000000 
860100.000000 
166700.000000 
0.000000 
631200.000000 
0.000000 
998700.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1010500.000000 
0.000000 
0.000000 
0.000000 
0.000000 
608700.000000 
297200.000000 
0.000000 
0.000000 
0.000000 
0.000000 
199600.000000 
1088500.000000 
179100.000000 
835500.000000 
0.000000 
0.000000 
1001300.000000 
0.000000 
214500.000000 
929400.000000 
0.000000 
0.000000 
248400.000000 
0.000000 
0.000000 
0.000000 
313600.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
971000.000000 
1003800.000000 
427500.000000 
0.000000 
0.000000 
0.000000 
994000.000000 
799000.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
996600.000000 
385400.000000 
0.000000 
0.000000 
0.000000 
1005300.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1014600.000000 
0.000000 
0.000000 
0.000000 
885300.000000 
0.000000 
1000200.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999700.000000 
0.000000 
0.000000 
0.000000 
610600.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
648600.000000 
0.000000 
0.000000 
767200.000000 
0.000000 
546500.000000 
0.000000 
813400.000000 
686100.000000 
1073600.000000 
0.000000 
723600.000000 
0.000000 
999700.000000 
0.000000 
499800.000000 
0.000000 
0.000000 
147800.000000 
259200.000000 
0.000000 
708700.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
994100.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
338200.000000 
982300.000000 
876000.000000 
0.000000 
910900.000000 
296100.000000 
0.000000 
0.000000 
0.000000 
996100.000000 
0.000000 
0.000000 
757500.000000 
999100.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1000700.000000 
1009000.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1017600.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
982200.000000 
928400.000000 
727100.000000 
0.000000 
1019700.000000 
0.000000 
0.000000 
0.000000 
295100.000000 
389000.000000 
0.000000 
0.000000 
836000.000000 
0.000000 
0.000000 
0.000000 
983200.000000 
1012000.000000 
0.000000 
0.000000 
962200.000000 
0.000000 
0.000000 
0.000000 
299700.000000 
996100.000000 
0.000000 
1015600.000000 
1007300.000000 
200100.000000 
636400.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
652300.000000 
306900.000000 
0.000000 
1107000.000000 
0.000000 
0.000000 
989400.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
333100.000000 
607100.000000 
0.000000 
0.000000 
799000.000000 
264300.000000 
668700.000000 
1018700.000000 
997600.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1000200.000000 
0.000000 
230900.000000 
0.000000 
0.000000 
0.000000 
0.000000 
999700.000000 
759000.000000 
999700.000000 
1115100.000000 
0.000000 
1053600.000000 
433100.000000 
264800.000000 
605600.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1112100.000000 
0.000000 
1018700.000000 
0.000000 
0.000000 
984200.000000 
0.000000 
986800.000000 
870400.000000 
0.000000 
183200.000000 
0.000000 
993600.000000 
1000200.000000 
0.000000 
0.000000 
1006300.000000 
0.000000 
0.000000 
999700.000000 
791300.000000 
0.000000 
0.000000 
994600.000000 
1014600.000000 
250500.000000 
0.000000 
0.000000 
823700.000000 
996100.000000 
0.000000 
137000.000000 
0.000000 
813900.000000 
0.000000 
436700.000000 
199100.000000 
1040300.000000 
0.000000 
0.000000 
0.000000 
1005900.000000 
477300.000000 
535700.000000 
467600.000000 
259200.000000 
357200.000000 
485000.000000 
865200.000000 
751300.000000 
983300.000000 
999700.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
643500.000000 
560900.000000 
659900.000000 
995500.000000 
590100.000000 
0.000000 
0.000000 
0.000000 
1000700.000000 
0.000000 
0.000000 
0.000000 
661000.000000 
0.000000 
965300.000000 
1101300.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
707200.000000 
0.000000 
1000200.000000 
1056600.000000 
1117300.000000 
700500.000000 
994600.000000 
685600.000000 
607600.000000 
0.000000 
0.000000 
0.000000 
992500.000000 
0.000000 
551600.000000 
987400.000000 
0.000000 
1083300.000000 
0.000000 
576300.000000 
0.000000 
0.000000 
998200.000000 
0.000000 
0.000000 
0.000000 
933000.000000 
0.000000 
0.000000 
591700.000000 
0.000000 
774900.000000 
0.000000 
0.000000 
376700.000000 
0.000000 
983800.000000 
0.000000 
991000.000000 
598900.000000 
999700.000000 
1039200.000000 
0.000000 
0.000000 
166300.000000 
650200.000000 
861100.000000 
0.000000 
0.000000 
0.000000 
0.000000 
0.000000 
1004900.000000 
635300.000000 
985300.000000 
244800.000000 
0.000000 
0.000000 
0.000000 
1015100.000000 
0.000000 
0.000000 
1014100.000000 
1032600.000000 
0.000000 
175500.000000 
263300.000000 
0.000000 
484000.000000 
1002300.000000 
0.000000 
0.000000 
431000.000000 
0.000000 
0.000000 
0.000000 
1002200.000000 
221700.000000 
1156200.000000 
0.000000 
194500.000000 
703600.000000 
607600.000000 
0.000000 
0.000000 
0.000000 
216000.000000 
731800.000000 
983300.000000 
993000.000000 
0.000000 
965800.000000 
0.000000 
1019200.000000 
0.000000 
811300.000000 
997100.000000 
801100.000000 
940700.000000 
881700.000000 
982200.000000 
0.000000 
1099300.000000 
627700.000000 
0.000000 
0.000000 
0.000000 
723100.000000 
0.000000 
