

EXPERIMENTO 1

34238200.000000 
374974000.000000 
359522100.000000 
359354900.000000 
359336700.000000 
359509000.000000 
359340200.000000 
359361800.000000 
359514800.000000 
374993800.000000 
370958000.000000 
359350900.000000 
359334300.000000 
359335300.000000 
359350100.000000 
359533700.000000 
359335300.000000 
359352900.000000 
359357100.000000 
359352300.000000 
359509900.000000 
359356000.000000 
359479600.000000 
359366700.000000 
374980000.000000 
359508800.000000 
359369100.000000 
359496400.000000 
359349600.000000 
375134900.000000 
359353000.000000 
359353300.000000 
359486900.000000 
359354800.000000 
358467600.000000 
374990400.000000 
359552600.000000 
359351000.000000 
359466900.000000 
359355600.000000 
359479400.000000 
359349700.000000 
374974500.000000 
359354200.000000 
359335700.000000 
359353600.000000 
359354000.000000 
359358400.000000 
374975300.000000 
359354000.000000 
374980000.000000 
359358600.000000 
359354600.000000 
359358100.000000 
359354900.000000 
359335000.000000 
359349600.000000 
396839700.000000 
353082700.000000 
359370100.000000 
367540100.000000 
359353000.000000 
359535000.000000 
359369200.000000 
359513500.000000 
359351700.000000 
359512500.000000 
359353300.000000 
357740500.000000 
359350600.000000 
359349000.000000 
359367600.000000 
374992100.000000 
364970300.000000 
359349200.000000 
359551800.000000 
359340400.000000 
359495300.000000 
359352800.000000 
366281100.000000 
359368100.000000 
359350100.000000 
375162900.000000 
359354000.000000 
359495100.000000 
359353900.000000 
359507400.000000 
374976000.000000 
359353000.000000 
359497100.000000 
359331700.000000 
433361000.000000 
364099600.000000 
361136900.000000 
359380500.000000 
364092700.000000 
362343400.000000 
360299700.000000 
368475600.000000 
362569800.000000 
364867100.000000 
369888600.000000 
364862300.000000 
356827200.000000 
357811700.000000 
358217100.000000 
360991800.000000 
364343500.000000 
370550100.000000 
363211500.000000 
359922400.000000 
385504400.000000 
375993000.000000 
401032600.000000 
367106700.000000 
372972700.000000 
366906300.000000 
367861400.000000 
374959900.000000 
358670500.000000 
360239500.000000 
359334600.000000 
374972800.000000 
375182800.000000 
374976600.000000 
359368400.000000 
359511000.000000 
374991900.000000 
390600500.000000 
359504900.000000 
359347800.000000 
359354900.000000 
359502200.000000 
