EXPERIMENTO 1
34.238.200.000.000
374.974.000.000.000
359.522.100.000.000
359.354.900.000.000
359.336.700.000.000
359.509.000.000.000
359.340.200.000.000
359.361.800.000.000
359.514.800.000.000
374.993.800.000.000
370.958.000.000.000
359.350.900.000.000
359.334.300.000.000
359.335.300.000.000
359.350.100.000.000
359.533.700.000.000
359.335.300.000.000
359.352.900.000.000
359.357.100.000.000
359.352.300.000.000
359.509.900.000.000
359.356.000.000.000
359.479.600.000.000
359.366.700.000.000
374.980.000.000.000
359.508.800.000.000
359.369.100.000.000
359.496.400.000.000
359.349.600.000.000
375.134.900.000.000
359.353.000.000.000
359.353.300.000.000
359.486.900.000.000
359.354.800.000.000
358.467.600.000.000
374.990.400.000.000
359.552.600.000.000
359.351.000.000.000
359.466.900.000.000
359.355.600.000.000
359.479.400.000.000
359.349.700.000.000
374.974.500.000.000
359.354.200.000.000
359.335.700.000.000
359.353.600.000.000
359.354.000.000.000
359.358.400.000.000
374.975.300.000.000
359.354.000.000.000
374.980.000.000.000
359.358.600.000.000
359.354.600.000.000
359.358.100.000.000
359.354.900.000.000
359.335.000.000.000
359.349.600.000.000
396.839.700.000.000
353.082.700.000.000
359.370.100.000.000
367.540.100.000.000
359.353.000.000.000
359.535.000.000.000
359.369.200.000.000
359.513.500.000.000
359.351.700.000.000
359.512.500.000.000
359.353.300.000.000
357.740.500.000.000
359.350.600.000.000
359.349.000.000.000
359.367.600.000.000
374.992.100.000.000
364.970.300.000.000
359.349.200.000.000
359.551.800.000.000
359.340.400.000.000
359.495.300.000.000
359.352.800.000.000
366.281.100.000.000
359.368.100.000.000
359.350.100.000.000
375.162.900.000.000
359.354.000.000.000
359.495.100.000.000
359.353.900.000.000
359.507.400.000.000
374.976.000.000.000
359.353.000.000.000
359.497.100.000.000
359.331.700.000.000
433.361.000.000.000
364.099.600.000.000
361.136.900.000.000
359.380.500.000.000
364.092.700.000.000
362.343.400.000.000
360.299.700.000.000
368.475.600.000.000
362.569.800.000.000
364.867.100.000.000
369.888.600.000.000
364.862.300.000.000
356.827.200.000.000
357.811.700.000.000
358.217.100.000.000
360.991.800.000.000
364.343.500.000.000
370.550.100.000.000
363.211.500.000.000
359.922.400.000.000
385.504.400.000.000
375.993.000.000.000
401.032.600.000.000
367.106.700.000.000
372.972.700.000.000
366.906.300.000.000
367.861.400.000.000
374.959.900.000.000
358.670.500.000.000
360.239.500.000.000
359.334.600.000.000
374.972.800.000.000
375.182.800.000.000
374.976.600.000.000
359.368.400.000.000
359.511.000.000.000
374.991.900.000.000
390.600.500.000.000
359.504.900.000.000
359.347.800.000.000
